p_id;descriptions
40998;Søde, røde peberfrugter har en syrlig-sød, let krydret og lidt fed smag med noter af grøntsag, stjernefrugt og en anelse frugt. De dufter friskt, syrligt og lidt skarpt med noter af frugt, grøntsag, stjernefrugt og tomat.Salling ØKO økologiske, søde, røde peberfrugter kan spises rå, bruges i madpakken eller salaten. De er også lækre på pizza og i wok eller fyldt med fetaost. Prøv også at langtidsbage dem i ovnen og servér dem uden skind marineret i krydret olie.Bør opbevares i køleskab. Tages ud en time inden brug for den bedste smag.
68604; Jordbær er røde og saftige bær. De har en frisk og sød smag med noter af ananas, rose og en anelse karamel. Deres bløde frugtkød er læskende, mens duften er intens og sød med hints af bolsje, candyfloss og karamel.Jordbær egner sig godt som snack eller som tilbehør til andre desserter med anden frugt eller is. Prøv dem for eksempel i en frugtsalat med banan, kiwi og blandede bær serveret med vaniljecreme. Rensede jordbær blendes og smages til med sukker og eventuelt frugtlikør for at blive anvendt som jordbærpuré som base til desserter.Spises samme dag, som de købes og gerne ved stuetemperatur for smagens skyld. Opbevares ved 2-6 grader.
71729;Skoleagurker er små agurker, som smager sødt, mildt og grønt med noter af græs, manna og citrus. Skrællen er mere intens i smagen med noter af græs og nød, og den er mindre sød. Skoleagurker dufter friskt og mildt med strejf af citrus, ærtebælg og melon. De har en kølende og en anelse skarp følelse i munden.Skoleagurker er særligt velegnede til madpakken, men kan, ligesom andre agurker, bruges til salater, syltning og som tilbehør. Prøv for eksempel at råsylte agurkerne med eddike, sukker, groft salt og eventuelt dildkroner. Agurkestave er gode til en dip med flødeost og yoghurt rørt op med krydderurter. Prøv dem også i små tern blandet op med frisk chili, tomat og løg til en kraftfuld salsa.Holdbarheden forlænges ved kølig opbevaring.
112487;Lime er små, aromatiske, grønne citrusfrugter. Smagen er markant syrlig og frisk med noter af kokos, blomst og frugt, mens eftersmagen har en let sødme og bitterhed.<br/>Limefrugternes duft er syrlig med citrus og en smule sødme, kokos, blomst samt grønne nuancer.Limesaft kan bruges i friske drinks, med og uden alkohol, for eksempel i Singapore Sling. Brug også lime i det varme køkken til at marinere fisk, kylling og svinekød, eller i desserter, is, fromager og kager. Riv limeskallen og brug den i alt lige fra desserter til varme retter med kokos.Holdbarheden forlænges ved opbevaring på køl.
18219;Økologiske runde tomater fra Levevis er saftige og velsmagende tomater, der er dyrket uden brug af sprøjtemidler og kunstgødning. Disse tomater er perfekte til salater, sandwiches eller som en frisk snack.
18452;Dansk Crisp salater har sprøde blade med et kruset udtryk. De smager fyldigt, sødt og meget mildt med noter af mineraler, umami og en anelse ærtebælg og jordskok. De dufter mildt af mælkebøtte og græs.Crisp salater er sprøde, saftige og har et godt bid, hvilket gør, at de egner sig godt som supplement til andre salattyper i blandet salat. Brug dem også i sandwich, på smørrebrød eller som bunde til lette sammenkogte retter for eksempel kyllingewok med mango og nudler eller grillede svampe, asparges og feta.Holdbarheden forlænges ved opbevaring på køl.
26413; Blommers skræl kan variere mellem blåviolette, gule og grønlige farvenuancer. Frugtkødet er gulligt og omgiver frugtens kerne. Blommer har en intens smag med varm sødme, honning og syrlige noter af mirabelle. Smagen er mere syrlig og frisk, hvis frugten er kølig og mere sød og afrundet ved stuetemperatur. De dufter intenst, syrligt, sødt, friskt og lidt skarpt.Blommer nydes friske eller i desserter og bagværk, for eksempel i en blommetærte, muffins eller som halve blommer i madeira. Prøv dem også sammen med ost som blommechutney, relish eller kompot.Kan opbevares på køl, men smager bedst ved stuetemperatur.
18353; Gule peberfrugter har en mild og sødlig smag med en smule bitterhed og med smagsnoter af stjernefrugt. De dufter friskt med skønne noter af blandt andet citrus.Gule peberfrugter er velegnede til italienske forretstallerkner – marinerede og lagt i krydret olie med for eksempel hvidløg og krydderurter. Nyd dem også i rå tilstand sammen med ost og pålæg eller svitset i hvidløg og olie som lækkert tilbehør til for eksempel stegt fisk eller fjerkræ.Den ideelle opbevaringstemperatur er 7-10 grader eller i køleskab. Tag peberfrugter ud en times tid før brug, da smag og duft derved træder tydeligere frem.
84668;Ananasser har en frisk og let syrlig-sød smag med noter af frugt samt en anelse vanilje og giver en stikkende fornemmelse på tungen. De har en skarp, syrlig og grøn duft med hints af fløde, vanilje og en anelse banan, karamel og Piña Colada.Princip ananas kan spises som snack, i salater, pitabrød, sandwich og desserter eller tilberedt på for eksempel pizza og i sammenkogte retter. Prøv dem også til tunsalat, syltet til is og kager eller på grillen som en sød sommerdessert. Saften er velegnet til juice, drinks og smoothies.
18154;Løg har en brændende, markant og sød smag, som udvikler sig med umami, ligesom de har en skarp, frisk og stikkende duft med hints af frugt.Løg er en meget alsidig grøntsag, som både kan bruges rå og tilberedt. Prøv at bage løg fra Salling i ovnen, hvor smagen bliver sødere. Pil dem, skær toppen af, udhul dem og fyld dem med hakkede svampe, hakket oksekød krydret med timian eller andre krydderurter. Fine som forret eller en lille frokostret.Holdbarheden bliver forlænget ved kølig opbevaring.
117726; Top-mix er en farverig og smagfuld blanding af forskellige slags cherrytomater. Tomaterne er søde, saftige og har en dejlig sprød konsistens. Cherry blommetomater mix er perfekte som en snack, men kan også anvendes i salater eller som tilbehør til forskellige retter. Den farverige blanding giver et smukt og appetitligt udtryk på tallerkenen. Prøv for eksempel at skære dem i halve og servere dem med lidt olivenolie og frisk basilikum. Dette giver en lækker snack, der kan nydes af både store og små.
64851;Æbler har en sød, frisk og let syrlig smag med noter af blandt andet ananas, pære og blomst. De dufter modent, friskt og sødt med hints af bolche og frugt.Økologiske æbler fra Salling ØKO er velegnede at spise, som de er, eller i desserter og salater. Prøv dem for eksempel i en salat med avocado og tomat eller bag dem og servér med marcipan og hakkede mandler. Prøv også at bruge dem til æblegrød eller -mos eller til juice og most.Holdbarheden forlænges ved kølig opbevaring. Sort kan variere afhængig efter årstid.
18582; Orange peberfrugter har en frisk, syrlig og sød smag med strejf af frugt og citrus. De dufter ligeledes friskt og let syrligt med nuancer af stjernefrugt og agurk.Orange peberfrugter er lækre rå, som de er, i salat eller som velsmagende snacks med dip eller til ost. De er også velegnede til grill, hvor skindet efterfølgende let kan fjernes. Prøv dem også sammen med andre klassiske pebre, i forskellige retter eller som et farverigt indslag i børnenes madpakker.Opbevares på køl. Tages ud en time før brug for den bedste smagsoplevelse.
126465; Æbler har en sød, frisk og let syrlig smag med noter af blandt andet ananas, pære og blomst. De dufter modent, friskt og sødt med hints af bolche og frugt.Æbler er velegnede at spise, som de er, eller i desserter og salater. Prøv dem for eksempel i en salat med avocado og tomat eller bag dem og servér med marcipan og hakkede mandler. Prøv også at bruge dem til æblegrød eller -mos eller til juice og most.Holdbarheden forlænges ved kølig opbevaring.
61088;Kiwier har en brun og lodden skal. Frugterne smager friskt, sødt, syrligt med noter af syrlig grøn drue, stikkelsbær og lidt blomst. De dufter mildt, friskt og syrligt med hints af frugt, stikkelsbær, grønt æble og lidt blomst og agurk.Økologiske kiwier fra Salling ØKO er velegnede som snack, i smoothies og kager. Prøv dem også i morgenmaden med granola, på yoghurt, i en blandet frugtsalat med for eksempel jordbær og banan og i salater. De kan også syltes eller bruges til kompot og marmelade som tilbehør til lune eller kolde desserter.Opbevares ved stuetemperatur.
37985;Blomkål består af en stor mængde spiselige blomsterknopper, der er samlet i buketter omkring stokken. I rå tilstand er smagen sød, skarp, syrlig og en anelse bitter med noter af fløde, nød og umami. Hér er duften sød, skarp og frisk. Er tilstanden derimod kogt, smager blomkålene sødere. Hér er duften sød med noter af smør og fløde.Økologiske blomkål fra Salling ØKO kan spises rå ved for eksempel at anvende dem i salater med spæde salatblade, feta og citronsaft eller som dip til grøntsager. Koges eller steges de, kan de bruges til mange forskellige retter. Prøv for eksempel blomkålsris til wok- og gryderetter eller som puré kogt med bouillon, blendet og vendt med creme fraiche, salt og peber til kød eller fisk.Opbevares på køl i plastposer.
39426;Ingefær har en intens, frisk smag med noter af harpiks, citrus og peber. Duften er intens,skarp, frisk og syrlig med noter af bolsjer, fyrretræ, harpiks og peber. Friske ingefær giver luft i næsen, men er også søde og frugtige.Salling ØKO økologiske ingefær er velegnede i en varmende te. Riv eller skær ingefær i skiver, overhæld med kogende vand sammen med citrus og eventuelt honning. Prøv også ingefær som krydderi i asiatiske retter sammen med lynstegte friske grøntsager, karry, kokosmælk og chili. Top med fintrevet, frisk ingefær.Opbevares i plastpose på køl. Kan fryses.
58615;Champignoner i skiver har en sød, fyldig og karakteristisk smag med noter af umami, hvidskimmelost, lidt nød og en anelse læder. De dufter mildt og lidt friskt og har lette noter af læder samt skovbund og mos.Disse økologiske champignoner i skiver er klar til brug. De kan spises rå eller tilberedt. For eksempel i salater, sandwich, på pizza og i sammenkogte retter. Prøv dem også i en pasta-kødsovs eller stegt med kylling, peberfrugt og frisk italiensk pasta.Opbevares bedst i emballagen og på køl i op til seks dage. Kan også fryses ned.
51021; Pærer har en sød, let syrlig og frisk smag med noter af frugt. De dufter tilsvarende sødt, friskt og grønt.Pærer er gode at spise, som de er, men de er også velegnede til salater, bagværk og desserter. Prøv dem for eksempel i en asiatisk inspireret salat med spidskål, mynte, citronsaft og fennikel eller i pæremuffins med kanel. Prøv dem også i en pæretærte med creme fraiche eller som modspil til en fyldig chokoladeis.Holdbarheden forlænges ved opbevaring på køl. Sort varierer efter årstiden.
77895;Spinat har en fyldig smag med strejf af mineraler og umami, mens konsistensen er blød med saftige blade. De dufter mildt.Økologisk, skyllet spinat fra Salling ØKO kan indgå i flødestuvninger, tærter og salater for eksempel i tærte med gulerødder eller tomat og i salat med mandler og blåskimmelost. Prøv dem også på pizza eller i pastaretter med for eksempel kylling, champignon og ristede pinjekerner.Holdbarheden forlænges ved opbevaring på køl.
38149; Appelsiner smager sødt, friskt og frugtigt med en smule syre samt lidt umami, som giver dybde og fylde. De har en frisk, sød og syrlig duft på én gang.Appelsiner er gode at spise, som de er, med god balance mellem sødme og syre. Brug dem også i juice og smoothies, desserter og tærter eller prøv julesalat med appelsinbåde, granatæblekerner, olivenolie og hindbæreddike.Holdbarheden bliver forlænget ved opbevaring på køl.  Varen er overfladebehandlet.
18598;Søde kartofler har en sød smag, og konsistensen minder om rå kartofler. Når søde kartofler tilberedes, bliver smagen væsentligt sødere med strejf af mild frugt som honningmelon og abrikos. Rå søde kartofler dufter mildt, mens duften, ligesom smagen, bliver mere sød med strejf af karamel, frugt og blomst ved tilberedning.Salling ØKO økologiske, søde kartofler kan bruges ligesom almindelige kartofler. Prøv at skære dem i stave eller tern og bag dem i ovnen med andre rodfrugter, krydderurter og olie. Prøv at bruge søde kartofler i kager, hvor de delvist kan erstatte melet og bidrager med fugt og sødme.Holdbarheden forlænges ved opbevaring på køl.
77453; Røde spidskål har løsere bladhoveder i forhold til for eksempel hvidkål. I rå tilstand smager de mildt og sødt med en svag bitter eftersmag med noter af kogte grøntsager, mineraler og en anelse citrus og umami. Duften er hér frisk og mild med hints af fløde og en anelse svovl. I tilberedt tilstand smager de sødt og let bittert, men også meget mildt med lette noter af kål. Duften er hér meget mild, en anelse syrlig og har hints af umami og cerealier.Røde spidskål er gode i rå tilstand som farve- og smagsgiver til især salater, men kan også med fordel dampes eller stuves. Prøv dem i en farverig salat med appelsin, ristede valnødder og granatæble eller flødestuvet til stegt rødspætte og nye danske kartofler.Opbevares på køl i plastposer.
